Questions,Queries
Can you provide a longer version of the movie Hallelujah plot?,"db.movies.find({""title"":""Hallelujah""}, {""fullplot"":1})"
Can you give me a brief summary of the movie State Fair plot?,"db.movies.find({""title"":""State Fair""}, {""plot"":1})"
"How long, in total, are all the movies that Tim Burton has directed?","db.movies.aggregate([{ ""$match"": { ""directors"": ""Tim Burton"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
What is the rating of the movie The Band Concert according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""The Band Concert""}, {""tomatoes.viewer.rating"": 1})"
How did the audience and critics receive The Chechahcos?,"db.movies.find({""title"":""The Chechahcos""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who was the writer of the movie Come and Get It?,"db.movies.find({""title"": ""Come and Get It""}, {""writers"": 1})"
How many votes does the movie Three Ages have on IMDb?,"db.movies.find({""title"":""Three Ages""}, {""imdb.votes"":1})"
what is the full plot for The Son of Kong?,"db.movies.find({""title"": ""The Son of Kong""}, {""fullplot"": 1})"
"Has the movie The Cameraman won any awards? If so, which ones?","db.movies.find({""title"":""The Cameraman"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
what is the genre for the film In Old Arizona?,"db.movies.find({""title"": ""In Old Arizona""}, {""genres"": 1})"
What is the movie The Man Who Could Work Miracles rating?,"db.movies.find({""title"":""The Man Who Could Work Miracles""}, {""rated"":1})"
What is the production company of the movie The Prisoner of Zenda?,"db.movies.find({""title"":""The Prisoner of Zenda""}, {""tomatoes.production"":1})"
how many awards did The Thief of Bagdad win?,"db.movies.find({""title"":""The Thief of Bagdad""}, {""awards.wins"":1})"
the film The Divorcee starred which actors?,"db.movies.find({""title"": ""The Divorcee""}, {""cast"": 1})"
How does the movie Love Me Tonight rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Love Me Tonight"" },{ ""tomatoes.critic.meter"": 1 })"
What are the genres associated with the movie Night Must Fall ?,"db.movies.find({ ""title"": ""Night Must Fall"" }, { ""genres"": 1})"
Who are the starring actors/actresses in the movie Children in the Wind?,"db.movies.find({""title"":""Children in the Wind""}, {""cast"":1})"
What was the release date for the movie Toni?,"db.movies.find({""title"":""Toni""}, {""released"":1})"
How many wins did the movie Gertie the Dinosaur receive?,"db.movies.find({""title"":""Gertie the Dinosaur""}, {""awards.wins"":1})"
What is the production company behind the movie x?,"db.movies.find({""title"": ""Follow the Fleet""}, { ""tomatoes.production"": 1})"
who is the director that directed Queen Kelly?,"db.movies.find({""title"": ""Queen Kelly""}, {""directors"": 1})"
How many reviews have been submitted for the movie Metropolis on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Metropolis"" },{ ""tomatoes.viewer.numReviews"": 1 })"
which person wrote the movie The 39 Steps?,"db.movies.find({""title"": ""The 39 Steps""}, {""writers"": 1})"
who is the director that directed The Emperor Jones?,"db.movies.find({""title"": ""The Emperor Jones""}, {""directors"": 1})"
Which movie genres did Yasujiro Ozu direct?,"db.movies.distinct(""genres"", { ""directors"": ""Yasujiro Ozu"" })"
Could you inform me of the movies that Steven Spielberg directed?,"db.movies.find({""directors"": ""Steven Spielberg""},{""title"":1})"
how many awards did the film The Ace of Hearts win?,"db.movies.find({""title"":""The Ace of Hearts""}, {""awards.wins"":1})"
What is the ID of the movie Captains Courageous on IMDB?,"db.movies.find({""title"": ""Captains Courageous""}, {""imdb.id"": 1})"
what was the genre of the film A Star Is Born?,"db.movies.find({""title"": ""A Star Is Born""}, {""genres"": 1})"
who acted in the film Rembrandt?,"db.movies.find({""title"": ""Rembrandt""}, {""cast"": 1})"
What is the total number of films that Stanley Kubrick has directed up to now?,"db.movies.countDocuments({""directors"":""Stanley Kubrick""})"
what is the movie Snow White and the Seven Dwarfs about?,"db.movies.find({""title"": ""Snow White and the Seven Dwarfs""}, {""plot"": 1})"
who's the director of Mr. Deeds Goes to Town?,"db.movies.find({""title"": ""Mr. Deeds Goes to Town""}, {""directors"": 1})"
In what language was the movie Go West released?,"db.movies.find({ ""title"": ""Go West"" }, { ""languages"": 1})"
What is the typical rating for all Akira Kurosawa movies in the database?,"db.movies.aggregate([{""$match"": {""directors"":""Akira Kurosawa""}}, {""$group"": { ""_id"":""null"", ""avgRating"": {""$avg"": ""$imdb.rating""}}}])"
Can you provide more information about the Rotten Tomatoes rating for the movie Ella Cinders?,"db.movies.find({""title"": ""Ella Cinders""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
what is the plot for the film The Black Cat?,"db.movies.find({""title"": ""The Black Cat""}, {""plot"": 1})"
What is the movie Snow White and the Seven Dwarfs about? Can you provide a brief summary?,"db.movies.find({""title"":""Snow White and the Seven Dwarfs""}, {""plot"":1})"
what is the movie In Old Arizona description ?,"db.movies.find({""title"": ""In Old Arizona""}, {""plot"": 1})"
How did the audience and critics receive Chapayev?,"db.movies.find({""title"":""Chapayev""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
In what year was the movie The Lives of a Bengal Lancer released?,"db.movies.find({""title"":""The Lives of a Bengal Lancer""}, {""year"":1})"
What is the imdbID and genre of the movie 'Les Misèrables'?,"db.movies.find({""title"": ""Les Misèrables""}, {""imdb.id"": 1, ""genres"": 1, ""_id"": 0})"
What are the genres associated with the movie State Fair ?,"db.movies.find({ ""title"": ""State Fair"" }, { ""genres"": 1})"
what was the release date of the film Folies Bergère de Paris?,"db.movies.find({""title"": ""Folies Bergère de Paris""}, {""released"": 1})"
which actor appeared in most of the movies directed by Pedro Almodovar?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Pedro Almodovar"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
What are the genres this movie The Cheat belongs to?,"db.movies.find({""title"":""The Cheat""}, {""genres"":1})"
Who is the lead actress of the movie Three Little Pigs ?,"db.movies.find({""title"": ""Three Little Pigs""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the consensus among critics about the movie Westfront 1918 ?,"db.movies.find({""title"": ""Westfront 1918""}, {""tomatoes.consensus"": 1})"
who was the writer of the film Swing Time?,"db.movies.find({""title"": ""Swing Time""}, {""writers"": 1})"
what sort of film is Becky Sharp?,"db.movies.find({""title"": ""Becky Sharp""}, {""genres"": 1})"
what year was Nosferatu released?,"db.movies.find({""title"": ""Nosferatu""}, {""year"": 1})"
What is the name of the director and cast for the movie 'Secret Agent'?,"db.movies.find({""title"": ""Secret Agent""}, {""directors"": 1, ""cast"": 1, ""_id"": 0})"
What is the MPAA rating of the movie Wife! Be Like a Rose!?,"db.movies.find({""title"":""Wife! Be Like a Rose!""}, {""rated"":1})"
Who is the lead actress of the movie Pandora's Box ?,"db.movies.find({""title"": ""Pandora's Box""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the running time of the film The Gilded Lily?,"db.movies.find({""title"":""The Gilded Lily""}, {""runtime"":1})"
What is the viewer rating for the movie Beau Geste on Rotten Tomatoes?,"db.movies.find({""title"":""Beau Geste""}, {""tomatoes.viewer.rating"":1})"
What is the MPAA rating of the movie Pèpè le Moko?,"db.movies.find({""title"":""Pèpè le Moko""}, {""rated"":1})"
What was the release date for the movie Popeye the Sailor Meets Sindbad the Sailor?,"db.movies.find({""title"":""Popeye the Sailor Meets Sindbad the Sailor""}, {""released"":1})"
What is the Rotten Tomatoes meter rating for the movie Theodora Goes Wild ?,"db.movies.find({""title"":""Theodora Goes Wild""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
who produced A Day in the Country?,"db.movies.find({""title"":""A Day in the Country""}, {""tomatoes.production"":1})"
What is the IMDb ID for the movie The Italian?,"db.movies.find({""title"":""The Italian""}, {""imdb.id"":1})"
How did the audience and critics receive the movie Curly Top?,"db.movies.find({""title"":""Curly Top""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What is the box office revenue for the movie 'The Mummy'?,"db.movies.find({""title"": ""The Mummy""}, {""tomatoes.boxOffice"": 1})"
How does the movie Anthony Adverse rate on Rotten Tomatoes?,"db.movies.find({ ""title"": ""Anthony Adverse"" },{ ""tomatoes.critic.meter"": 1 })"
What movie directed by Gus Van Sant has the best Rotten Tomatoes score?,"db.movies.find({""directors"": ""Gus Van Sant"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
what is Eskimo about in details?,"db.movies.find({""title"": ""Eskimo""}, {""fullplot"": 1})"
What is the freshness score of the movie Daughter of Shanghai on Rotten Tomatoes?,"db.movies.find({""title"": ""Daughter of Shanghai""}, {""tomatoes.fresh"": 1})"
who directed the film The Song of Night?,"db.movies.find({""title"": ""The Song of Night""}, {""directors"": 1})"
What is the rating of the movie Mayerling ?,"db.movies.find({ ""title"": ""Mayerling"" }, { ""rated"": 1})"
What is the rating of the movie Anthony Adverse on IMDb?,"db.movies.find({""title"":""Anthony Adverse""}, {""imdb.rating"":1})"
What is the production company of the movie A Farewell to Arms?,"db.movies.find({""title"":""A Farewell to Arms""}, {""tomatoes.production"":1})"
who is the writer of The Lower Depths?,"db.movies.find({""title"": ""The Lower Depths""}, {""writers"": 1})"
who is the writer of the film The Land Beyond the Sunset?,"db.movies.find({""title"": ""The Land Beyond the Sunset""}, {""writers"": 1})"
What is the Rotten Tomatoes meter rating for the movie The Beloved Vagabond ?,"db.movies.find({""title"":""The Beloved Vagabond""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
which person wrote the movie A Damsel in Distress?,"db.movies.find({""title"": ""A Damsel in Distress""}, {""writers"": 1})"
What is the chief film category that Quentin Tarantino's directed movies are classified under?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Quentin Tarantino"" } }, { ""$unwind"": ""$genres"" }, { ""$group"": { ""_id"": ""$genres"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
who stars in the movie Peter Pan?,"db.movies.find({""title"": ""Peter Pan""}, {""cast"": 1})"
what type of movie is The Thin Man?,"db.movies.find({""title"": ""The Thin Man""}, {""genres"": 1})"
what is The Ghost Goes West about in details?,"db.movies.find({""title"": ""The Ghost Goes West""}, {""fullplot"": 1})"
How many reviews have been submitted by critics for the movie The Edge of the World ?,"db.movies.find({""title"": ""The Edge of the World""}, {""tomatoes.critic.numReviews"": 1})"
What is the movie Scrooge rating?,"db.movies.find({""title"":""Scrooge""}, {""rated"":1})"
which person directed The Gay Divorcee?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""directors"": 1})"
What is the text representation of the awards won and nominations received by the movie Final Accord?,"db.movies.find({""title"": ""Final Accord""}, { ""awards.text"": 1})"
what was the release date of the film Queen Christina?,"db.movies.find({""title"": ""Queen Christina""}, {""released"": 1})"
What is the MongoDB document ID of the movie Cavalcade?,"db.movies.find({""title"": ""Cavalcade""}, {""_id"": 1})"
what is the genre for the film The Lower Depths?,"db.movies.find({""title"": ""The Lower Depths""}, {""genres"": 1})"
How long is the runtime of the movie The Immigrant ?,"db.movies.find({""title"":""The Immigrant""}, {""runtime"":1})"
what was the genre of the film It Happened One Night?,"db.movies.find({""title"": ""It Happened One Night""}, {""genres"": 1})"
"Has the film The Crowd Roars won any awards? If so, which ones?","db.movies.find({""title"":""The Crowd Roars"",""awards.wins"": {""$gt"": 0}}, {""awards.text"": 1})"
what genre is the film The Barretts of Wimpole Street?,"db.movies.find({""title"": ""The Barretts of Wimpole Street""}, {""genres"": 1})"
who is the writer of Storm Over Asia?,"db.movies.find({""title"": ""Storm Over Asia""}, {""writers"": 1})"
Which actor has the highest count of appearances in Louis Malle's directed movies?,"db.movies.aggregate([ { ""$match"": { ""directors"": ""Louis Malle"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
What is the added duration of all movies directed by Satyajit Ray?,"db.movies.aggregate([{ ""$match"": { ""directors"": ""Satyajit Ray"" } }, { ""$group"": { ""_id"": null, ""totalRuntime"": { $sum: ""$runtime"" } } }])"
What is the box office revenue for the movie 'The Broadway Melody'?,"db.movies.find({""title"": ""The Broadway Melody""}, {""tomatoes.boxOffice"": 1})"
What is the full plot summary of the movie Trouble in Paradise ?,"db.movies.find({""title"": ""Trouble in Paradise""}, {""plot"": 1})"
Who are the actors that appear in the movie Tol'able David ?,"db.movies.find({ ""title"": ""Tol'able David"" },{ ""cast"": 1 })"
Can you provide more information about the IMDb rating for the movie The Man Who Knew Too Much ?,"db.movies.find({""title"":""The Man Who Knew Too Much""}, {""imdb"":1})"
what kind of movie is Now or Never?,"db.movies.find({""title"": ""Now or Never""}, {""genres"": 1})"
What is the language of Come and Get It?,"db.movies.find({""title"":""Come and Get It""}, {""languages"":1})"
who starred in the film Wild Oranges?,"db.movies.find({""title"": ""Wild Oranges""}, {""cast"": 1})"
who are the actors in the movie Cavalcade?,"db.movies.find({""title"": ""Cavalcade""}, {""cast"": 1})"
When was the movie The Ghost Goes West released?,"db.movies.find({""title"":""The Ghost Goes West""}, {""released"":1})"
How many audience reviews have been submitted for the movie Dante's Inferno ?,"db.movies.find({ ""title"": ""Dante's Inferno"" },{ ""tomatoes.viewer.numReviews"": 1 })"
