Questions,Queries
What is the title of the movie with the longest duration that Francois Truffaut directed?,"db.movies.find({""directors"":""Francois Truffaut""}, {""title"": 1, ""runtime"": 1}).sort({""runtime"": -1}).limit(1)"
A Free Soul was directed by who?,"db.movies.find({""title"": ""A Free Soul""}, {""directors"": 1})"
who is the writer of the film Asphalt?,"db.movies.find({""title"": ""Asphalt""}, {""writers"": 1})"
What type of movie is The Wedding March ?,"db.movies.find({""title"":""The Wedding March""}, {""genres"":1})"
what genre of film is Der Kaiser von Kalifornien?,"db.movies.find({""title"": ""Der Kaiser von Kalifornien""}, {""genres"": 1})"
Who are the writers of the movie The Four Horsemen of the Apocalypse ?,"db.movies.find({""title"": ""The Four Horsemen of the Apocalypse""}, { ""writers"": 1})"
What is the runtime of the movie The Blue Bird ?,"db.movies.find({""title"": ""The Blue Bird""}, { ""runtime"": 1})"
How did the audience and critics receive State Fair?,"db.movies.find({""title"":""State Fair""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
What are the genres associated with the movie Metropolis ?,"db.movies.find({ ""title"": ""Metropolis"" }, { ""genres"": 1})"
Was the movie The Black Pirate well received by audiences?,"db.movies.find({""title"":""The Black Pirate""}, {""tomatoes.viewer"":1})"
How long is the movie Love Me Tonight in minutes?,"db.movies.find({""title"":""Love Me Tonight""}, {""runtime"":1})"
What is the production company behind the movie Bad Girl ?,"db.movies.find({""title"": ""Bad Girl""}, { ""tomatoes.production"": 1})"
Who are the main actors/actresses in the movie David Golder?,"db.movies.find({""title"":""David Golder""}, {""cast"":1})"
who produced the movie Swedenhielms Family?,"db.movies.find({""title"":""Swedenhielms Family""}, {""tomatoes.production"":1})"
how many awards did the movie The Hurricane win?,"db.movies.find({""title"":""The Hurricane""}, {""awards.wins"":1})"
what is the full plot for the film Anthony Adverse?,"db.movies.find({""title"": ""Anthony Adverse""}, {""fullplot"": 1})"
How did the audience and critics receive the film The Devil Is a Woman?,"db.movies.find({""title"":""The Devil Is a Woman""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
what is the full plot for the film Smilin' Through?,"db.movies.find({""title"": ""Smilin' Through""}, {""fullplot"": 1})"
what year was the movie Lonesome released?,"db.movies.find({""title"": ""Lonesome""}, {""year"": 1})"
who produced the film The Last of the Mohicans?,"db.movies.find({""title"":""The Last of the Mohicans""}, {""tomatoes.production"":1})"
who directed the film Romeo and Juliet?,"db.movies.find({""title"": ""Romeo and Juliet""}, {""directors"": 1})"
what was the release date of The Gay Divorcee?,"db.movies.find({""title"": ""The Gay Divorcee""}, {""released"": 1})"
can you describe the plot of The Count of Monte Cristo?,"db.movies.find({""title"": ""The Count of Monte Cristo""}, {""plot"": 1})"
A Corner in Wheat is a film written by this person?,"db.movies.find({""title"": ""A Corner in Wheat""}, {""writers"": 1})"
In what language was the movie Gertie the Dinosaur released?,"db.movies.find({ ""title"": ""Gertie the Dinosaur"" }, { ""languages"": 1})"
what is the plot for the film Kid Galahad?,"db.movies.find({""title"": ""Kid Galahad""}, {""plot"": 1})"
How many comments have been posted by users on the movie Payment Deferred's page on the Mflix platform?,"db.movies.find({ ""title"": ""Payment Deferred"" }, { ""num_mflix_comments"": 1 })"
the director of Cavalcade was?,"db.movies.find({""title"": ""Cavalcade""}, {""directors"": 1})"
What is the MongoDB document ID of the movie Triumph of the Will?,"db.movies.find({""title"": ""Triumph of the Will""}, {""_id"": 1})"
what sort of film is The Red Head?,"db.movies.find({""title"": ""The Red Head""}, {""genres"": 1})"
What languages are spoken in the movie They Won't Forget?,"db.movies.find({""title"":""They Won't Forget""}, {""languages"":1})"
who was the movie Dodsworth written by?,"db.movies.find({""title"": ""Dodsworth""}, {""writers"": 1})"
"Laugh, Clown, Laugh is a film written by this person?","db.movies.find({""title"": ""Laugh, Clown, Laugh""}, {""writers"": 1})"
"the film Top Hat,  was written by who?","db.movies.find({""title"": ""Top Hat""}, {""writers"": 1})"
what kind of movie is L'opèra de quat'sous?,"db.movies.find({""title"": ""L'opèra de quat'sous""}, {""genres"": 1})"
What is the rating of the movie Chapayev on IMDb?,"db.movies.find({""title"":""Chapayev""}, {""imdb.rating"":1})"
Queen Kelly is written by this person?,"db.movies.find({""title"": ""Queen Kelly""}, {""writers"": 1})"
What is the IMDb rating for the film Black Legion?,"db.movies.find({""title"": ""Black Legion""}, {""imdb.rating"": 1})"
What is the percentage of positive reviews among critics for the movie White Shadows ?,"db.movies.find({ ""title"": ""White Shadows"" },{ ""tomatoes.critic.meter"": 1 })"
What are the names of all the actors who starred in the movie 'Four Sons'?,"db.movies.find({""title"": ""Four Sons""}, {""cast"": 1})"
what is the movie Le grand jeu imdb rating?,"db.movies.find({""title"": ""Le grand jeu""}, {""imdb.rating"": 1})"
What is the full plot summary of the movie The Prince and the Pauper ?,"db.movies.find({""title"": ""The Prince and the Pauper""}, {""plot"": 1})"
How many movies were directed by Francis Ford Coppola?,"db.movies.countDocuments({""directors"":""Francis Ford Coppola""})"
what genre of film is A Story of Floating Weeds?,"db.movies.find({""title"": ""A Story of Floating Weeds""}, {""genres"": 1})"
Can you provide more information about the Rotten Tomatoes rating for the movie Robin Hood?,"db.movies.find({""title"": ""Robin Hood""}, { ""tomatoes.critic"": 1, ""tomatoes.viewer"": 1, ""tomatoes.consensus"": 1 })"
what is the movie The New Gulliver about in details?,"db.movies.find({""title"": ""The New Gulliver""}, {""fullplot"": 1})"
What is the imdbID and year of release for the movie with a title of 'The Hunchback of Notre Dame'?,"db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""imdb.id"": 1, ""year"": 1, ""_id"": 0})"
Can you provide more information about the languages spoken in the movie Curly Top ?,"db.movies.find({""title"":""Curly Top""}, {""languages"":1})"
What languages are spoken in the movie Regeneration?,"db.movies.find({""title"":""Regeneration""}, {""languages"":1})"
what genre is The Gilded Lily?,"db.movies.find({""title"": ""The Gilded Lily""}, {""genres"": 1})"
What are the genres this movie The Big House belongs to?,"db.movies.find({""title"":""The Big House""}, {""genres"":1})"
What is the production company of the film The Chechahcos?,"db.movies.find({""title"":""The Chechahcos""}, {""tomatoes.production"":1})"
which company produced the movie M?,"db.movies.find({""title"":""M""}, {""tomatoes.production"":1})"
How long is the movie Within Our Gates in minutes?,"db.movies.find({""title"":""Within Our Gates""}, {""runtime"":1})"
Was the movie The Navigator well received by audiences and critics?,"db.movies.find({""title"":""The Navigator""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
who wrote the screenplay for the movie Cimarron?,"db.movies.aggregate([ { ""$match"": { ""title"":""Cimarron""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
what was the genre of City Lights?,"db.movies.find({""title"": ""City Lights""}, {""genres"": 1})"
"the movie The Hunchback of Notre Dame, was written by who?","db.movies.find({""title"": ""The Hunchback of Notre Dame""}, {""writers"": 1})"
What is the IMDb rating for the movie The Story of a Cheat?,"db.movies.find({""title"": ""The Story of a Cheat""}, {""imdb.rating"": 1})"
How many nominations did the movie Broken Blossoms or The Yellow Man and the Girl receive?,"db.movies.find({""title"":""Broken Blossoms or The Yellow Man and the Girl""}, {""awards.nominations"":1})"
How did the audience and critics receive the movie The Son of the Sheik?,"db.movies.find({""title"":""The Son of the Sheik""}, {""tomatoes.viewer"": 1,""tomatoes.critic"":1})"
Can you provide more information about the languages spoken in the movie The Hunchback of Notre Dame ?,"db.movies.find({""title"":""The Hunchback of Notre Dame""}, {""languages"":1})"
what is the genre of The Black Pirate?,"db.movies.find({""title"": ""The Black Pirate""}, {""genres"": 1})"
Which Woody Allen-directed movie has the highest score on Rotten Tomatoes?,"db.movies.find({""directors"": ""Woody Allen"", ""tomatoes.critic.rating"": {""$exists"": true}}, {""title"": 1, ""_id"": 0}).sort({""tomatoes.critic.rating"": -1}).limit(1)"
What is the Rotten Tomatoes meter rating for the movie David Golder ?,"db.movies.find({""title"":""David Golder""}, {""tomatoes.viewer.meter"": 1,""tomatoes.critic.meter"":1})"
what is Dames about?,"db.movies.find({""title"": ""Dames""}, {""plot"": 1})"
Which cinematic productions were directed by Orson Welles?,"db.movies.find({""directors"": ""Orson Welles""},{""title"":1})"
can you describe the plot of A Free Soul?,"db.movies.find({""title"": ""A Free Soul""}, {""plot"": 1})"
What is the plot summary of the movie Anna Karenina ?,"db.movies.find({ ""title"": ""Anna Karenina"" }, { ""plot"": 1})"
Who are the starring actors/actresses in the movie Black Legion?,"db.movies.find({""title"":""Black Legion""}, {""cast"":1})"
which company produced the film Wild Boys of the Road?,"db.movies.find({""title"":""Wild Boys of the Road""}, {""tomatoes.production"":1})"
Can you provide more information about the IMDb rating for the movie The Barretts of Wimpole Street ?,"db.movies.find({""title"":""The Barretts of Wimpole Street""}, {""imdb"":1})"
What is the box office revenue of the movie The General ?,"db.movies.find({""title"": ""The General""}, { ""tomatoes.boxOffice"": 1})"
What is the production company of The Good Earth?,"db.movies.find({""title"":""The Good Earth""}, {""tomatoes.production"":1})"
What is the language of the film Eskimo?,"db.movies.find({""title"":""Eskimo""}, {""languages"":1})"
Who is the lead actor of the movie Theodora Goes Wild ?,"db.movies.find({""title"": ""Theodora Goes Wild""}, {""cast"":{""$slice"": 1},""title"":1})"
What is the meter score of the movie Bride of Frankenstein according to viewers on Rotten Tomatoes?,"db.movies.find({""title"": ""Bride of Frankenstein""}, {""tomatoes.viewer.meter"": 1})"
How many audience reviews have been submitted for the movie Scrooge ?,"db.movies.find({ ""title"": ""Scrooge"" },{ ""tomatoes.viewer.numReviews"": 1 })"
What is the MongoDB document ID of the movie Berkeley Square?,"db.movies.find({""title"": ""Berkeley Square""}, {""_id"": 1})"
What is the movie Mary of Scotland about? Can you provide a brief summary?,"db.movies.find({""title"":""Mary of Scotland""}, {""plot"":1})"
Which movies from the 1990s were directed by Jean-Pierre Melville?,"db.movies.find({""directors"": 'Jean-Pierre Melville', ""year"": {""$gte"": 1990, ""$lt"": 2000}})"
What is the MPAA rating of the movie Tarzan the Ape Man?,"db.movies.find({""title"":""Tarzan the Ape Man""}, {""rated"":1})"
Can you tell me which films were helmed by Vittorio De Sica?,"db.movies.find({""directors"": ""Vittorio De Sica""},{""title"":1})"
who wrote the screenplay for the film Mèdchen in Uniform?,"db.movies.aggregate([ { ""$match"": { ""title"":""Mèdchen in Uniform""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
what genre is the film The Freshman?,"db.movies.find({""title"": ""The Freshman""}, {""genres"": 1})"
What is the runtime and rating for the movie 'Trouble in Paradise'?,"db.movies.find({""title"": ""Trouble in Paradise""}, {""runtime"": 1, ""rated"": 1})"
What is the IMDb rating for the film Ella Cinders?,"db.movies.find({""title"": ""Ella Cinders""}, {""imdb.rating"": 1})"
who wrote the screenplay for the movie The Land Beyond the Sunset?,"db.movies.aggregate([ { ""$match"": { ""title"":""The Land Beyond the Sunset""} }, { ""$project"": { ""_id"": 0, ""writers"": {""$filter"": { ""input"": ""$writers"", ""as"": ""writer"", ""cond"": { ""$regexMatch"": { ""input"": ""$$writer"", ""regex"": ""screenplay"", ""options"":""i"" } } } } } }])"
What is the MongoDB document ID of the movie The Music Box?,"db.movies.find({""title"": ""The Music Box""}, {""_id"": 1})"
Which movies did James Cameron direct?,"db.movies.find({""directors"": ""James Cameron""},{""title"":1})"
How many votes did the movie Forbidden receive on IMDB?,"db.movies.find({""title"": ""Forbidden""}, { ""imdb.votes"": 1})"
how many awards did the film Moscow Laughs win?,"db.movies.find({""title"":""Moscow Laughs""}, {""awards.wins"":1})"
what is the movie The Last Command description ?,"db.movies.find({""title"": ""The Last Command""}, {""plot"": 1})"
who are the actors in the movie White Shadows?,"db.movies.find({""title"": ""White Shadows""}, {""cast"": 1})"
what is Shall We Dance imdb rating?,"db.movies.find({""title"": ""Shall We Dance""}, {""imdb.rating"": 1})"
What is the production company of Clash of the Wolves?,"db.movies.find({""title"":""Clash of the Wolves""}, {""tomatoes.production"":1})"
who wrote Where Are My Children??,"db.movies.find({""title"": ""Where Are My Children?""}, {""writers"": 1})"
which company produced the movie Little Women?,"db.movies.find({""title"":""Little Women""}, {""tomatoes.production"":1})"
the movie The Good Earth starred who?,"db.movies.find({""title"": ""The Good Earth""}, {""cast"": 1})"
who stars in the movie Wings?,"db.movies.find({""title"": ""Wings""}, {""cast"": 1})"
What is the text description of the movie The Poor Little Rich Girl awards?,"db.movies.find({""title"":""The Poor Little Rich Girl""}, {""awards.text"":1})"
what is the genre for the movie Cimarron?,"db.movies.find({""title"": ""Cimarron""}, {""genres"": 1})"
What is the consensus among critics about the movie Two Seconds ?,"db.movies.find({""title"": ""Two Seconds""}, {""tomatoes.consensus"": 1})"
what is The Lost Patrol description?,"db.movies.find({""title"": ""The Lost Patrol""}, {""plot"": 1})"
"Among all the actors who have appeared in Jean-Luc Godard's movies, who has appeared the most times?","db.movies.aggregate([ { ""$match"": { ""directors"": ""Jean-Luc Godard"" } }, { ""$unwind"": ""$cast"" }, { ""$group"": { ""_id"": ""$cast"", ""count"": { ""$sum"": 1 } } }, { ""$sort"": { ""count"": -1 } }, { ""$limit"": 1 }])"
what was the release year of the film One Night of Love?,"db.movies.find({""title"": ""One Night of Love""}, {""year"": 1})"
